,src,race_date,race_course,race_number,race_id,race_class,race_distance,track_condition,race_name,track,sectional_time,incident_report,finishing_position,horse_number,horse_name,horse_id,jockey,trainer,actual_weight,declared_horse_weight,draw,length_behind_winner,running_position_1,running_position_2,running_position_3,running_position_4,finish_time,win_odds,running_position_5,running_position_6
28288,20170517-2.html,2017-05-17,Happy Valley,2,2016-654,Class 5,2200,GOOD TO FIRM,FRANCE GALOP OWNERS DEPARTMENT HANDICAP,"TURF - ""B"" COURSE",14.63 25.49 26.54 25.13 25.12 23.61,"
                MEDIC SWORDSMAN and LOYAL CRAFTSMAN were slow to begin.
STORM KID lifted its front feet off the ground as the start was effected and was slow to begin.
On the first turn near the 2000 Metres, LUCKY SEBRING shifted out and made contact with WEALTHY FORTUNE.
After leaving the 2000 Metres, STORM KID commenced to prove very difficult to settle, shifted out and made contact with the hindquarters of SWEET BEAN.  STORM KID continued to over-race badly and approaching the 1800 Metres was shifted out from behind SWEET BEAN and in so doing clipped the heels of that horse and blundered.  STORM KID was then allowed to stride forward to assume the lead at the winning post on the first occasion.
When the pace slackened near the 1300 Metres, TELEPHATIA commenced to over-race and was checked away from the heels of SWEET BEAN.  In this incident, TELEPHATIA shifted out, resulting in ALWAYS WONGCHOY being taken out and becoming awkwardly placed on the heels of PRECISIONCRAFTSMAN.  TELEPHATIA, which was proving difficult to manage, then shifted back in, resulting in LOYAL CRAFTSMAN, which had improved to its inside, being checked.  As the Stewards were satisfied that the slowing of the pace and the racing manners of TELEPHATIA had been the primary cause of the incident, no further action was taken.
Also near the 1300 Metres, WEALTHY FORTUNE was shifted out from behind AUDACITY and allowed to improve its position around that horse.  When WEALTHY FORTUNE shifted out, PRECISIONCRAFTSMAN was taken wider and consequently obliged to race wide and without cover for the remainder of the event.
PRECISIONCRAFTSMAN lost its left front plate after the race.
When questioned, M L Yeung stated that the circumstances of the race did not suit TELEPHATIA.  He said due to the slow tempo on the turn out of the Straight on the first occasion TELEPHATIA had to be checked away from the heels of runners in front.  He said for some distance approaching and making the Home Turn TELEPHATIA again had to be checked away from the heels of LUCKY SEBRING which was under pressure to maintain its position.  He said as a consequence TELEPHATIA failed to close off as expected and was disappointing.  A veterinary inspection of TELEPHATIA immediately following the race did not show any significant findings.
When questioned, J Moreira stated that although the performance of ALWAYS WONGCHOY was disappointing on face value, the horse was not suited by the tempo of the race.  A veterinary inspection of ALWAYS WONGCHOY immediately following the race did not show any significant findings.
WEALTHY FORTUNE and AUDACITY were sent for sampling.
<18/5/2017  Additional Veterinary Report>The Clinical Veterinary Surgeon reported that PRECISIONCRAFTSMAN was lame in its right front leg on the morning after racing.  Before being allowed to race again, PRECISIONCRAFTSMAN will be subjected to an official veterinary examination.
",4,3.0,SWEET BEAN,S205,C Y Ho,C Fownes,128,1021,10,3,5.0,7.0,7.0,8.0,2.21.02,51,7.0,4.0
28289,20170517-2.html,2017-05-17,Happy Valley,2,2016-654,Class 5,2200,GOOD TO FIRM,FRANCE GALOP OWNERS DEPARTMENT HANDICAP,"TURF - ""B"" COURSE",14.63 25.49 26.54 25.13 25.12 23.61,"
                MEDIC SWORDSMAN and LOYAL CRAFTSMAN were slow to begin.
STORM KID lifted its front feet off the ground as the start was effected and was slow to begin.
On the first turn near the 2000 Metres, LUCKY SEBRING shifted out and made contact with WEALTHY FORTUNE.
After leaving the 2000 Metres, STORM KID commenced to prove very difficult to settle, shifted out and made contact with the hindquarters of SWEET BEAN.  STORM KID continued to over-race badly and approaching the 1800 Metres was shifted out from behind SWEET BEAN and in so doing clipped the heels of that horse and blundered.  STORM KID was then allowed to stride forward to assume the lead at the winning post on the first occasion.
When the pace slackened near the 1300 Metres, TELEPHATIA commenced to over-race and was checked away from the heels of SWEET BEAN.  In this incident, TELEPHATIA shifted out, resulting in ALWAYS WONGCHOY being taken out and becoming awkwardly placed on the heels of PRECISIONCRAFTSMAN.  TELEPHATIA, which was proving difficult to manage, then shifted back in, resulting in LOYAL CRAFTSMAN, which had improved to its inside, being checked.  As the Stewards were satisfied that the slowing of the pace and the racing manners of TELEPHATIA had been the primary cause of the incident, no further action was taken.
Also near the 1300 Metres, WEALTHY FORTUNE was shifted out from behind AUDACITY and allowed to improve its position around that horse.  When WEALTHY FORTUNE shifted out, PRECISIONCRAFTSMAN was taken wider and consequently obliged to race wide and without cover for the remainder of the event.
PRECISIONCRAFTSMAN lost its left front plate after the race.
When questioned, M L Yeung stated that the circumstances of the race did not suit TELEPHATIA.  He said due to the slow tempo on the turn out of the Straight on the first occasion TELEPHATIA had to be checked away from the heels of runners in front.  He said for some distance approaching and making the Home Turn TELEPHATIA again had to be checked away from the heels of LUCKY SEBRING which was under pressure to maintain its position.  He said as a consequence TELEPHATIA failed to close off as expected and was disappointing.  A veterinary inspection of TELEPHATIA immediately following the race did not show any significant findings.
When questioned, J Moreira stated that although the performance of ALWAYS WONGCHOY was disappointing on face value, the horse was not suited by the tempo of the race.  A veterinary inspection of ALWAYS WONGCHOY immediately following the race did not show any significant findings.
WEALTHY FORTUNE and AUDACITY were sent for sampling.
<18/5/2017  Additional Veterinary Report>The Clinical Veterinary Surgeon reported that PRECISIONCRAFTSMAN was lame in its right front leg on the morning after racing.  Before being allowed to race again, PRECISIONCRAFTSMAN will be subjected to an official veterinary examination.
",5,10.0,STORM KID,S338,K K Chiong,D Cruz,108,1156,4,3-3/4,6.0,2.0,1.0,1.0,2.21.10,18,2.0,5.0
28290,20170517-2.html,2017-05-17,Happy Valley,2,2016-654,Class 5,2200,GOOD TO FIRM,FRANCE GALOP OWNERS DEPARTMENT HANDICAP,"TURF - ""B"" COURSE",14.63 25.49 26.54 25.13 25.12 23.61,"
                MEDIC SWORDSMAN and LOYAL CRAFTSMAN were slow to begin.
STORM KID lifted its front feet off the ground as the start was effected and was slow to begin.
On the first turn near the 2000 Metres, LUCKY SEBRING shifted out and made contact with WEALTHY FORTUNE.
After leaving the 2000 Metres, STORM KID commenced to prove very difficult to settle, shifted out and made contact with the hindquarters of SWEET BEAN.  STORM KID continued to over-race badly and approaching the 1800 Metres was shifted out from behind SWEET BEAN and in so doing clipped the heels of that horse and blundered.  STORM KID was then allowed to stride forward to assume the lead at the winning post on the first occasion.
When the pace slackened near the 1300 Metres, TELEPHATIA commenced to over-race and was checked away from the heels of SWEET BEAN.  In this incident, TELEPHATIA shifted out, resulting in ALWAYS WONGCHOY being taken out and becoming awkwardly placed on the heels of PRECISIONCRAFTSMAN.  TELEPHATIA, which was proving difficult to manage, then shifted back in, resulting in LOYAL CRAFTSMAN, which had improved to its inside, being checked.  As the Stewards were satisfied that the slowing of the pace and the racing manners of TELEPHATIA had been the primary cause of the incident, no further action was taken.
Also near the 1300 Metres, WEALTHY FORTUNE was shifted out from behind AUDACITY and allowed to improve its position around that horse.  When WEALTHY FORTUNE shifted out, PRECISIONCRAFTSMAN was taken wider and consequently obliged to race wide and without cover for the remainder of the event.
PRECISIONCRAFTSMAN lost its left front plate after the race.
When questioned, M L Yeung stated that the circumstances of the race did not suit TELEPHATIA.  He said due to the slow tempo on the turn out of the Straight on the first occasion TELEPHATIA had to be checked away from the heels of runners in front.  He said for some distance approaching and making the Home Turn TELEPHATIA again had to be checked away from the heels of LUCKY SEBRING which was under pressure to maintain its position.  He said as a consequence TELEPHATIA failed to close off as expected and was disappointing.  A veterinary inspection of TELEPHATIA immediately following the race did not show any significant findings.
When questioned, J Moreira stated that although the performance of ALWAYS WONGCHOY was disappointing on face value, the horse was not suited by the tempo of the race.  A veterinary inspection of ALWAYS WONGCHOY immediately following the race did not show any significant findings.
WEALTHY FORTUNE and AUDACITY were sent for sampling.
<18/5/2017  Additional Veterinary Report>The Clinical Veterinary Surgeon reported that PRECISIONCRAFTSMAN was lame in its right front leg on the morning after racing.  Before being allowed to race again, PRECISIONCRAFTSMAN will be subjected to an official veterinary examination.
",6,6.0,PRECISIONCRAFTSMAN,V036,U Rispoli,T P Yung,124,1077,9,3-3/4,10.0,10.0,5.0,3.0,2.21.13,70,3.0,6.0
28291,20170517-2.html,2017-05-17,Happy Valley,2,2016-654,Class 5,2200,GOOD TO FIRM,FRANCE GALOP OWNERS DEPARTMENT HANDICAP,"TURF - ""B"" COURSE",14.63 25.49 26.54 25.13 25.12 23.61,"
                MEDIC SWORDSMAN and LOYAL CRAFTSMAN were slow to begin.
STORM KID lifted its front feet off the ground as the start was effected and was slow to begin.
On the first turn near the 2000 Metres, LUCKY SEBRING shifted out and made contact with WEALTHY FORTUNE.
After leaving the 2000 Metres, STORM KID commenced to prove very difficult to settle, shifted out and made contact with the hindquarters of SWEET BEAN.  STORM KID continued to over-race badly and approaching the 1800 Metres was shifted out from behind SWEET BEAN and in so doing clipped the heels of that horse and blundered.  STORM KID was then allowed to stride forward to assume the lead at the winning post on the first occasion.
When the pace slackened near the 1300 Metres, TELEPHATIA commenced to over-race and was checked away from the heels of SWEET BEAN.  In this incident, TELEPHATIA shifted out, resulting in ALWAYS WONGCHOY being taken out and becoming awkwardly placed on the heels of PRECISIONCRAFTSMAN.  TELEPHATIA, which was proving difficult to manage, then shifted back in, resulting in LOYAL CRAFTSMAN, which had improved to its inside, being checked.  As the Stewards were satisfied that the slowing of the pace and the racing manners of TELEPHATIA had been the primary cause of the incident, no further action was taken.
Also near the 1300 Metres, WEALTHY FORTUNE was shifted out from behind AUDACITY and allowed to improve its position around that horse.  When WEALTHY FORTUNE shifted out, PRECISIONCRAFTSMAN was taken wider and consequently obliged to race wide and without cover for the remainder of the event.
PRECISIONCRAFTSMAN lost its left front plate after the race.
When questioned, M L Yeung stated that the circumstances of the race did not suit TELEPHATIA.  He said due to the slow tempo on the turn out of the Straight on the first occasion TELEPHATIA had to be checked away from the heels of runners in front.  He said for some distance approaching and making the Home Turn TELEPHATIA again had to be checked away from the heels of LUCKY SEBRING which was under pressure to maintain its position.  He said as a consequence TELEPHATIA failed to close off as expected and was disappointing.  A veterinary inspection of TELEPHATIA immediately following the race did not show any significant findings.
When questioned, J Moreira stated that although the performance of ALWAYS WONGCHOY was disappointing on face value, the horse was not suited by the tempo of the race.  A veterinary inspection of ALWAYS WONGCHOY immediately following the race did not show any significant findings.
WEALTHY FORTUNE and AUDACITY were sent for sampling.
<18/5/2017  Additional Veterinary Report>The Clinical Veterinary Surgeon reported that PRECISIONCRAFTSMAN was lame in its right front leg on the morning after racing.  Before being allowed to race again, PRECISIONCRAFTSMAN will be subjected to an official veterinary examination.
",7,11.0,CHARITY PLENTY,T287,H T Mo,T K Ng,103,1035,3,4,1.0,1.0,4.0,4.0,2.21.17,94,5.0,7.0
28292,20170517-2.html,2017-05-17,Happy Valley,2,2016-654,Class 5,2200,GOOD TO FIRM,FRANCE GALOP OWNERS DEPARTMENT HANDICAP,"TURF - ""B"" COURSE",14.63 25.49 26.54 25.13 25.12 23.61,"
                MEDIC SWORDSMAN and LOYAL CRAFTSMAN were slow to begin.
STORM KID lifted its front feet off the ground as the start was effected and was slow to begin.
On the first turn near the 2000 Metres, LUCKY SEBRING shifted out and made contact with WEALTHY FORTUNE.
After leaving the 2000 Metres, STORM KID commenced to prove very difficult to settle, shifted out and made contact with the hindquarters of SWEET BEAN.  STORM KID continued to over-race badly and approaching the 1800 Metres was shifted out from behind SWEET BEAN and in so doing clipped the heels of that horse and blundered.  STORM KID was then allowed to stride forward to assume the lead at the winning post on the first occasion.
When the pace slackened near the 1300 Metres, TELEPHATIA commenced to over-race and was checked away from the heels of SWEET BEAN.  In this incident, TELEPHATIA shifted out, resulting in ALWAYS WONGCHOY being taken out and becoming awkwardly placed on the heels of PRECISIONCRAFTSMAN.  TELEPHATIA, which was proving difficult to manage, then shifted back in, resulting in LOYAL CRAFTSMAN, which had improved to its inside, being checked.  As the Stewards were satisfied that the slowing of the pace and the racing manners of TELEPHATIA had been the primary cause of the incident, no further action was taken.
Also near the 1300 Metres, WEALTHY FORTUNE was shifted out from behind AUDACITY and allowed to improve its position around that horse.  When WEALTHY FORTUNE shifted out, PRECISIONCRAFTSMAN was taken wider and consequently obliged to race wide and without cover for the remainder of the event.
PRECISIONCRAFTSMAN lost its left front plate after the race.
When questioned, M L Yeung stated that the circumstances of the race did not suit TELEPHATIA.  He said due to the slow tempo on the turn out of the Straight on the first occasion TELEPHATIA had to be checked away from the heels of runners in front.  He said for some distance approaching and making the Home Turn TELEPHATIA again had to be checked away from the heels of LUCKY SEBRING which was under pressure to maintain its position.  He said as a consequence TELEPHATIA failed to close off as expected and was disappointing.  A veterinary inspection of TELEPHATIA immediately following the race did not show any significant findings.
When questioned, J Moreira stated that although the performance of ALWAYS WONGCHOY was disappointing on face value, the horse was not suited by the tempo of the race.  A veterinary inspection of ALWAYS WONGCHOY immediately following the race did not show any significant findings.
WEALTHY FORTUNE and AUDACITY were sent for sampling.
<18/5/2017  Additional Veterinary Report>The Clinical Veterinary Surgeon reported that PRECISIONCRAFTSMAN was lame in its right front leg on the morning after racing.  Before being allowed to race again, PRECISIONCRAFTSMAN will be subjected to an official veterinary examination.
",8,7.0,ALWAYS WONGCHOY,T263,J Moreira,Y S Tsui,121,1119,6,5,8.0,8.0,9.0,11.0,2.21.30,3.4,10.0,8.0
28293,20170517-2.html,2017-05-17,Happy Valley,2,2016-654,Class 5,2200,GOOD TO FIRM,FRANCE GALOP OWNERS DEPARTMENT HANDICAP,"TURF - ""B"" COURSE",14.63 25.49 26.54 25.13 25.12 23.61,"
                MEDIC SWORDSMAN and LOYAL CRAFTSMAN were slow to begin.
STORM KID lifted its front feet off the ground as the start was effected and was slow to begin.
On the first turn near the 2000 Metres, LUCKY SEBRING shifted out and made contact with WEALTHY FORTUNE.
After leaving the 2000 Metres, STORM KID commenced to prove very difficult to settle, shifted out and made contact with the hindquarters of SWEET BEAN.  STORM KID continued to over-race badly and approaching the 1800 Metres was shifted out from behind SWEET BEAN and in so doing clipped the heels of that horse and blundered.  STORM KID was then allowed to stride forward to assume the lead at the winning post on the first occasion.
When the pace slackened near the 1300 Metres, TELEPHATIA commenced to over-race and was checked away from the heels of SWEET BEAN.  In this incident, TELEPHATIA shifted out, resulting in ALWAYS WONGCHOY being taken out and becoming awkwardly placed on the heels of PRECISIONCRAFTSMAN.  TELEPHATIA, which was proving difficult to manage, then shifted back in, resulting in LOYAL CRAFTSMAN, which had improved to its inside, being checked.  As the Stewards were satisfied that the slowing of the pace and the racing manners of TELEPHATIA had been the primary cause of the incident, no further action was taken.
Also near the 1300 Metres, WEALTHY FORTUNE was shifted out from behind AUDACITY and allowed to improve its position around that horse.  When WEALTHY FORTUNE shifted out, PRECISIONCRAFTSMAN was taken wider and consequently obliged to race wide and without cover for the remainder of the event.
PRECISIONCRAFTSMAN lost its left front plate after the race.
When questioned, M L Yeung stated that the circumstances of the race did not suit TELEPHATIA.  He said due to the slow tempo on the turn out of the Straight on the first occasion TELEPHATIA had to be checked away from the heels of runners in front.  He said for some distance approaching and making the Home Turn TELEPHATIA again had to be checked away from the heels of LUCKY SEBRING which was under pressure to maintain its position.  He said as a consequence TELEPHATIA failed to close off as expected and was disappointing.  A veterinary inspection of TELEPHATIA immediately following the race did not show any significant findings.
When questioned, J Moreira stated that although the performance of ALWAYS WONGCHOY was disappointing on face value, the horse was not suited by the tempo of the race.  A veterinary inspection of ALWAYS WONGCHOY immediately following the race did not show any significant findings.
WEALTHY FORTUNE and AUDACITY were sent for sampling.
<18/5/2017  Additional Veterinary Report>The Clinical Veterinary Surgeon reported that PRECISIONCRAFTSMAN was lame in its right front leg on the morning after racing.  Before being allowed to race again, PRECISIONCRAFTSMAN will be subjected to an official veterinary examination.
",9,2.0,TELEPHATIA,P405,M L Yeung,A Lee,131,1072,7,5-1/2,9.0,9.0,10.0,9.0,2.21.40,6,11.0,9.0
28294,20170517-2.html,2017-05-17,Happy Valley,2,2016-654,Class 5,2200,GOOD TO FIRM,FRANCE GALOP OWNERS DEPARTMENT HANDICAP,"TURF - ""B"" COURSE",14.63 25.49 26.54 25.13 25.12 23.61,"
                MEDIC SWORDSMAN and LOYAL CRAFTSMAN were slow to begin.
STORM KID lifted its front feet off the ground as the start was effected and was slow to begin.
On the first turn near the 2000 Metres, LUCKY SEBRING shifted out and made contact with WEALTHY FORTUNE.
After leaving the 2000 Metres, STORM KID commenced to prove very difficult to settle, shifted out and made contact with the hindquarters of SWEET BEAN.  STORM KID continued to over-race badly and approaching the 1800 Metres was shifted out from behind SWEET BEAN and in so doing clipped the heels of that horse and blundered.  STORM KID was then allowed to stride forward to assume the lead at the winning post on the first occasion.
When the pace slackened near the 1300 Metres, TELEPHATIA commenced to over-race and was checked away from the heels of SWEET BEAN.  In this incident, TELEPHATIA shifted out, resulting in ALWAYS WONGCHOY being taken out and becoming awkwardly placed on the heels of PRECISIONCRAFTSMAN.  TELEPHATIA, which was proving difficult to manage, then shifted back in, resulting in LOYAL CRAFTSMAN, which had improved to its inside, being checked.  As the Stewards were satisfied that the slowing of the pace and the racing manners of TELEPHATIA had been the primary cause of the incident, no further action was taken.
Also near the 1300 Metres, WEALTHY FORTUNE was shifted out from behind AUDACITY and allowed to improve its position around that horse.  When WEALTHY FORTUNE shifted out, PRECISIONCRAFTSMAN was taken wider and consequently obliged to race wide and without cover for the remainder of the event.
PRECISIONCRAFTSMAN lost its left front plate after the race.
When questioned, M L Yeung stated that the circumstances of the race did not suit TELEPHATIA.  He said due to the slow tempo on the turn out of the Straight on the first occasion TELEPHATIA had to be checked away from the heels of runners in front.  He said for some distance approaching and making the Home Turn TELEPHATIA again had to be checked away from the heels of LUCKY SEBRING which was under pressure to maintain its position.  He said as a consequence TELEPHATIA failed to close off as expected and was disappointing.  A veterinary inspection of TELEPHATIA immediately following the race did not show any significant findings.
When questioned, J Moreira stated that although the performance of ALWAYS WONGCHOY was disappointing on face value, the horse was not suited by the tempo of the race.  A veterinary inspection of ALWAYS WONGCHOY immediately following the race did not show any significant findings.
WEALTHY FORTUNE and AUDACITY were sent for sampling.
<18/5/2017  Additional Veterinary Report>The Clinical Veterinary Surgeon reported that PRECISIONCRAFTSMAN was lame in its right front leg on the morning after racing.  Before being allowed to race again, PRECISIONCRAFTSMAN will be subjected to an official veterinary examination.
",10,4.0,BEST JADE TRIUMPH,P070,H W Lai,A Lee,126,1022,8,6,11.0,11.0,11.0,10.0,2.21.48,40,9.0,10.0
28295,20170517-2.html,2017-05-17,Happy Valley,2,2016-654,Class 5,2200,GOOD TO FIRM,FRANCE GALOP OWNERS DEPARTMENT HANDICAP,"TURF - ""B"" COURSE",14.63 25.49 26.54 25.13 25.12 23.61,"
                MEDIC SWORDSMAN and LOYAL CRAFTSMAN were slow to begin.
STORM KID lifted its front feet off the ground as the start was effected and was slow to begin.
On the first turn near the 2000 Metres, LUCKY SEBRING shifted out and made contact with WEALTHY FORTUNE.
After leaving the 2000 Metres, STORM KID commenced to prove very difficult to settle, shifted out and made contact with the hindquarters of SWEET BEAN.  STORM KID continued to over-race badly and approaching the 1800 Metres was shifted out from behind SWEET BEAN and in so doing clipped the heels of that horse and blundered.  STORM KID was then allowed to stride forward to assume the lead at the winning post on the first occasion.
When the pace slackened near the 1300 Metres, TELEPHATIA commenced to over-race and was checked away from the heels of SWEET BEAN.  In this incident, TELEPHATIA shifted out, resulting in ALWAYS WONGCHOY being taken out and becoming awkwardly placed on the heels of PRECISIONCRAFTSMAN.  TELEPHATIA, which was proving difficult to manage, then shifted back in, resulting in LOYAL CRAFTSMAN, which had improved to its inside, being checked.  As the Stewards were satisfied that the slowing of the pace and the racing manners of TELEPHATIA had been the primary cause of the incident, no further action was taken.
Also near the 1300 Metres, WEALTHY FORTUNE was shifted out from behind AUDACITY and allowed to improve its position around that horse.  When WEALTHY FORTUNE shifted out, PRECISIONCRAFTSMAN was taken wider and consequently obliged to race wide and without cover for the remainder of the event.
PRECISIONCRAFTSMAN lost its left front plate after the race.
When questioned, M L Yeung stated that the circumstances of the race did not suit TELEPHATIA.  He said due to the slow tempo on the turn out of the Straight on the first occasion TELEPHATIA had to be checked away from the heels of runners in front.  He said for some distance approaching and making the Home Turn TELEPHATIA again had to be checked away from the heels of LUCKY SEBRING which was under pressure to maintain its position.  He said as a consequence TELEPHATIA failed to close off as expected and was disappointing.  A veterinary inspection of TELEPHATIA immediately following the race did not show any significant findings.
When questioned, J Moreira stated that although the performance of ALWAYS WONGCHOY was disappointing on face value, the horse was not suited by the tempo of the race.  A veterinary inspection of ALWAYS WONGCHOY immediately following the race did not show any significant findings.
WEALTHY FORTUNE and AUDACITY were sent for sampling.
<18/5/2017  Additional Veterinary Report>The Clinical Veterinary Surgeon reported that PRECISIONCRAFTSMAN was lame in its right front leg on the morning after racing.  Before being allowed to race again, PRECISIONCRAFTSMAN will be subjected to an official veterinary examination.
",11,8.0,LOYAL CRAFTSMAN,S354,K C Leung,D E Ferraris,114,1057,11,8-3/4,12.0,12.0,12.0,12.0,2.21.92,24,12.0,11.0
28296,20170517-2.html,2017-05-17,Happy Valley,2,2016-654,Class 5,2200,GOOD TO FIRM,FRANCE GALOP OWNERS DEPARTMENT HANDICAP,"TURF - ""B"" COURSE",14.63 25.49 26.54 25.13 25.12 23.61,"
                MEDIC SWORDSMAN and LOYAL CRAFTSMAN were slow to begin.
STORM KID lifted its front feet off the ground as the start was effected and was slow to begin.
On the first turn near the 2000 Metres, LUCKY SEBRING shifted out and made contact with WEALTHY FORTUNE.
After leaving the 2000 Metres, STORM KID commenced to prove very difficult to settle, shifted out and made contact with the hindquarters of SWEET BEAN.  STORM KID continued to over-race badly and approaching the 1800 Metres was shifted out from behind SWEET BEAN and in so doing clipped the heels of that horse and blundered.  STORM KID was then allowed to stride forward to assume the lead at the winning post on the first occasion.
When the pace slackened near the 1300 Metres, TELEPHATIA commenced to over-race and was checked away from the heels of SWEET BEAN.  In this incident, TELEPHATIA shifted out, resulting in ALWAYS WONGCHOY being taken out and becoming awkwardly placed on the heels of PRECISIONCRAFTSMAN.  TELEPHATIA, which was proving difficult to manage, then shifted back in, resulting in LOYAL CRAFTSMAN, which had improved to its inside, being checked.  As the Stewards were satisfied that the slowing of the pace and the racing manners of TELEPHATIA had been the primary cause of the incident, no further action was taken.
Also near the 1300 Metres, WEALTHY FORTUNE was shifted out from behind AUDACITY and allowed to improve its position around that horse.  When WEALTHY FORTUNE shifted out, PRECISIONCRAFTSMAN was taken wider and consequently obliged to race wide and without cover for the remainder of the event.
PRECISIONCRAFTSMAN lost its left front plate after the race.
When questioned, M L Yeung stated that the circumstances of the race did not suit TELEPHATIA.  He said due to the slow tempo on the turn out of the Straight on the first occasion TELEPHATIA had to be checked away from the heels of runners in front.  He said for some distance approaching and making the Home Turn TELEPHATIA again had to be checked away from the heels of LUCKY SEBRING which was under pressure to maintain its position.  He said as a consequence TELEPHATIA failed to close off as expected and was disappointing.  A veterinary inspection of TELEPHATIA immediately following the race did not show any significant findings.
When questioned, J Moreira stated that although the performance of ALWAYS WONGCHOY was disappointing on face value, the horse was not suited by the tempo of the race.  A veterinary inspection of ALWAYS WONGCHOY immediately following the race did not show any significant findings.
WEALTHY FORTUNE and AUDACITY were sent for sampling.
<18/5/2017  Additional Veterinary Report>The Clinical Veterinary Surgeon reported that PRECISIONCRAFTSMAN was lame in its right front leg on the morning after racing.  Before being allowed to race again, PRECISIONCRAFTSMAN will be subjected to an official veterinary examination.
",12,12.0,LUCKY SEBRING,V091,H N Wong,Y S Tsui,108,1070,1,10-1/2,3.0,4.0,8.0,7.0,2.22.19,99,8.0,12.0
29069,20170611-4.html,2017-06-11,Sha Tin,4,2016-718,Class 4,2200,GOOD TO FIRM,HKU FACULTY OF MEDICINE HANDICAP,"TURF - ""C"" COURSE",13.95 23.35 25.71 24.60 23.53 23.70,"
                Whilst in the saddling stalls, AMRITSARIA had its left front plate refitted.  AMRITSARIA was examined by the Veterinary Officer who said in his opinion it was suitable to race.
FULL GLORY began awkwardly and lost ground.
GARLIC YEAH shifted in at the start and bumped AMRITSARIA.
AUDACITY shifted in abruptly at the start and bumped TELEPHATIA.
Near the 1500 Metres, TELEPHATIA was awkwardly placed close to the heels of KING BOUNTIFUL.
JOLLY AMBER travelled wide and without cover until after the 1400 Metres and was allowed to improve its position to cross into the lead.
Also after the 1400 Metres, GARLIC YEAH was left racing wide and without cover.  GARLIC YEAH was then allowed to improve its position after the 1000 Metres to cross into the lead.
Near the 1000 Metres, BLAZING PASS was taken out to a position four wide and without cover by HAPPY ROCKY which shifted out.
Making the turn at the 900 Metres, ASHKIYR momentarily raced tight between FULL GLORY and AMRITSARIA which shifted out.
Approaching the 450 Metres, KING BOUNTIFUL was shifted out away from the heels of JOLLY AMBER which was giving ground abruptly.  The performance of JOLLY AMBER, which finished tailed out, was considered unacceptable.  Before being allowed to race again, JOLLY AMBER will be required to perform to the satisfaction of the Stewards in a barrier trial and be subjected to an official veterinary examination.
Passing the 400 Metres, INDUSTRIALIST WAY improved into tight running between AMRITSARIA and HAPPY ROCKY which shifted out when giving ground.  Then passing the 350 Metres, INDUSTRIALIST WAY and AMRITSARIA were crowded for room between HAPPY ROCKY which continued to give ground and FULL GLORY which shifted in marginally.
Apprentice H T Mo, the rider of JOLLY AMBER, was spoken to regarding using the whip on three occasions after the 300 Metres on a horse which was clearly out of contention.
Over the concluding stages, CLOUD NINE raced tight inside INDUSTRIALIST WAY.
A veterinary inspection of AMRITSARIA immediately following the race did not show any significant findings.
BEST REWARD and GARLIC YEAH were sent for sampling.
",1,3.0,BEST REWARD,V189,Z Purton,W Y So,132,1090,11,-,13.0,13.0,7.0,2.0,2.14.84,3.9,2.0,1.0
29070,20170611-4.html,2017-06-11,Sha Tin,4,2016-718,Class 4,2200,GOOD TO FIRM,HKU FACULTY OF MEDICINE HANDICAP,"TURF - ""C"" COURSE",13.95 23.35 25.71 24.60 23.53 23.70,"
                Whilst in the saddling stalls, AMRITSARIA had its left front plate refitted.  AMRITSARIA was examined by the Veterinary Officer who said in his opinion it was suitable to race.
FULL GLORY began awkwardly and lost ground.
GARLIC YEAH shifted in at the start and bumped AMRITSARIA.
AUDACITY shifted in abruptly at the start and bumped TELEPHATIA.
Near the 1500 Metres, TELEPHATIA was awkwardly placed close to the heels of KING BOUNTIFUL.
JOLLY AMBER travelled wide and without cover until after the 1400 Metres and was allowed to improve its position to cross into the lead.
Also after the 1400 Metres, GARLIC YEAH was left racing wide and without cover.  GARLIC YEAH was then allowed to improve its position after the 1000 Metres to cross into the lead.
Near the 1000 Metres, BLAZING PASS was taken out to a position four wide and without cover by HAPPY ROCKY which shifted out.
Making the turn at the 900 Metres, ASHKIYR momentarily raced tight between FULL GLORY and AMRITSARIA which shifted out.
Approaching the 450 Metres, KING BOUNTIFUL was shifted out away from the heels of JOLLY AMBER which was giving ground abruptly.  The performance of JOLLY AMBER, which finished tailed out, was considered unacceptable.  Before being allowed to race again, JOLLY AMBER will be required to perform to the satisfaction of the Stewards in a barrier trial and be subjected to an official veterinary examination.
Passing the 400 Metres, INDUSTRIALIST WAY improved into tight running between AMRITSARIA and HAPPY ROCKY which shifted out when giving ground.  Then passing the 350 Metres, INDUSTRIALIST WAY and AMRITSARIA were crowded for room between HAPPY ROCKY which continued to give ground and FULL GLORY which shifted in marginally.
Apprentice H T Mo, the rider of JOLLY AMBER, was spoken to regarding using the whip on three occasions after the 300 Metres on a horse which was clearly out of contention.
Over the concluding stages, CLOUD NINE raced tight inside INDUSTRIALIST WAY.
A veterinary inspection of AMRITSARIA immediately following the race did not show any significant findings.
BEST REWARD and GARLIC YEAH were sent for sampling.
",2,9.0,GARLIC YEAH,V039,T H So,C H Yip,120,975,6,3-1/2,7.0,7.0,4.0,1.0,2.15.40,10,1.0,2.0
